Item_Type,Item_Weight,Item_MRP,Item_Outlet_Sales,Timestamp,Item_Identifier,Item_Fat_Content,Item_Visibility,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,MRP_Range,Price_Range
Fruits and Vegetables,5.785,264.2252,3934.878,,FDS56,Regular,0.038976089,OUT017,2007.0,,Tier 2,Supermarket Type1,Very High,Very High
Fruits and Vegetables,10.3,191.653,5313.084,,FDF21,Regular,0.058918844,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,High,High
Fruits and Vegetables,12.5,103.099,722.393,,FDM44,Low Fat,0.031176157,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Low,Low
Soft Drinks,7.63,92.5436,1607.2412,,DRK01,Low Fat,0.061159246,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Low,Low
Snack Foods,13.5,78.396,1438.128,,FDO22,Regular,0.0,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very Low,Very Low
Snack Foods,17.5,101.299,722.393,,FDP57,Low Fat,0.052550476,OUT045,2002.0,,Tier 2,Supermarket Type1,Low,Low
Soft Drinks,,112.0518,113.8518,,DRF49,Low Fat,0.124448295,OUT019,1985.0,Small,Tier 1,Grocery Store,Low,Low
Hard Drinks,8.21,150.5392,1043.9744,,DRK11,low fat,0.010808272,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Medium,Medium
Meat,11.65,110.9544,335.5632,,FDT51,Regular,0.010963269,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Low,Low
Snack Foods,18.5,119.8124,4029.4216,,FDE58,LF,0.0,OUT017,2007.0,,Tier 2,Supermarket Type1,Medium,Medium
Breads,7.72,78.7986,856.8846,,FDT23,reg,0.075035902,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Very Low,Very Low
Household,5.88,149.4392,1640.5312,,NCT42,Low Fat,0.024882614,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Medium,Medium
Frozen Foods,6.85,262.3594,3924.891,,FDJ41,Low Fat,0.022878953,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very High,Very High
Household,,176.1712,3691.1952,,NCF42,Low Fat,0.166572501,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,High,High
Fruits and Vegetables,7.52,128.8994,2055.9904,,FDA19,LF,0.055081623,OUT013,1987.0,High,Tier 3,Supermarket Type1,Medium,Medium
Snack Foods,13.65,81.2302,2059.9852,,FDW09,Regular,0.025920816,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very Low,Very Low
Household,,46.2086,802.9548,,NCO14,Low Fat,0.029500321,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very Low,Very Low
Meat,6.985,185.2608,2940.1728,,FDO39,Regular,0.137645467,OUT045,2002.0,,Tier 2,Supermarket Type1,High,High
Snack Foods,,240.6222,4302.3996,,FDR45,Low Fat,0.0,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very High,Very High
Dairy,9.3,248.9092,498.0184,,FDA15,Low Fat,0.026818196,OUT010,1998.0,,Tier 3,Grocery Store,Very High,Very High
Canned,12.1,74.767,2220.443,,FDY13,Low Fat,0.030102335,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very Low,Very Low
Fruits and Vegetables,5.98,145.3418,2354.2688,,FDY31,Low Fat,0.043740308,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Medium,Medium
Health and Hygiene,9.0,266.2884,2914.8724,,NCS29,Low Fat,0.069653585,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very High,Very High
Frozen Foods,7.145,160.6578,2246.4092,,FDJ52,Low Fat,0.01785932,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,High,High
Health and Hygiene,19.0,211.7244,2752.4172,,NCX41,Low Fat,0.017755213,OUT045,2002.0,,Tier 2,Supermarket Type1,Very High,Very High
Baking Goods,7.855,35.6848,335.5632,,FDQ36,Regular,0.161875063,OUT045,2002.0,,Tier 2,Supermarket Type1,Very Low,Very Low
Breads,19.5,156.1314,2792.3652,,FDV35,Low Fat,0.128181759,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Medium,Medium
Canned,8.71,92.7778,1032.6558,,FDE02,Low Fat,0.121250374,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Low,Low
Starchy Foods,11.5,173.908,1211.756,,FDA34,Low Fat,0.014921093,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,High,High
Household,18.85,244.3144,5635.3312,,NCL42,Low Fat,0.040434372,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very High,Very High
Canned,13.65,98.77,1697.79,,FDE14,Regular,0.031508924,OUT045,2002.0,,Tier 2,Supermarket Type1,Low,Low
Soft Drinks,6.135,114.386,1018.674,,DRD25,Low Fat,0.079094835,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Low,Low
Soft Drinks,5.655,146.9102,1749.7224,,DRF01,Low Fat,0.175793413,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Medium,Medium
Dairy,14.85,261.291,10256.649,,FDF39,Regular,0.019495051,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very High,Very High
Breakfast,20.75,153.7682,1829.6184,,FDP01,Regular,0.063313974,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Medium,Medium
Snack Foods,10.0,234.859,1181.795,,FDB10,Low Fat,0.0674819,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Very High,Very High
Dairy,10.3,263.6226,6608.065,,FDY14,Low Fat,0.070026951,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very High,Very High
Snack Foods,5.675,156.1288,2828.3184,,FDR57,Regular,0.023496967,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Medium,Medium
Health and Hygiene,5.51,98.9726,1565.9616,,NCH29,Low Fat,0.0,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Low,Low
Seafood,17.75,33.9216,830.9184,,FDJ45,low fat,0.073559521,OUT045,2002.0,,Tier 2,Supermarket Type1,Very Low,Very Low
Baking Goods,17.75,113.1544,1006.6896,,FDZ48,Low Fat,0.07626905,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Low,Low
Fruits and Vegetables,8.365,189.2188,4570.0512,,FDV44,Regular,0.039925235,OUT045,2002.0,,Tier 2,Supermarket Type1,High,High
Canned,,200.4742,398.1484,,FDR01,Regular,0.093883945,OUT019,1985.0,Small,Tier 1,Grocery Store,Very High,Very High
Snack Foods,10.0,128.2994,1413.4934,,FDZ57,Regular,0.03773288,OUT013,1987.0,High,Tier 3,Supermarket Type1,Medium,Medium
Fruits and Vegetables,18.2,250.1092,5727.2116,,FDI08,Regular,0.066400129,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very High,Very High
Soft Drinks,19.35,163.3868,3439.5228,,DRA24,Regular,0.039920687,OUT035,2004.0,Small,Tier 2,Supermarket Type1,High,High
Meat,,143.7812,4986.842,,FDS39,Low Fat,0.022351808,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Medium,Medium
Others,7.39,141.447,2290.352,,NCL31,Low Fat,0.120180894,OUT013,1987.0,High,Tier 3,Supermarket Type1,Medium,Medium
Snack Foods,7.945,163.821,1794.331,,FDD34,Low Fat,0.015900971,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,High,High
Snack Foods,16.0,157.0972,4673.916,,FDC34,Regular,0.172759093,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Medium,Medium
Health and Hygiene,20.1,59.2536,735.0432,,NCK05,Low Fat,0.077454252,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very Low,Very Low
Fruits and Vegetables,20.6,94.4778,93.8778,,FDB32,Low Fat,0.039255412,OUT010,1998.0,,Tier 3,Grocery Store,Low,Low
Dairy,8.575,196.5794,5267.1438,,FDC03,Regular,0.072252888,OUT017,2007.0,,Tier 2,Supermarket Type1,Very High,Very High
Fruits and Vegetables,17.7,47.9034,729.051,,FDO19,Regular,0.016664252,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Very Low,Very Low
Frozen Foods,20.0,125.4678,127.1678,,FDZ28,Regular,0.086187886,OUT010,1998.0,,Tier 3,Grocery Store,Medium,Medium
Frozen Foods,5.695,256.0646,1288.323,,FDK28,Low Fat,0.109784056,OUT010,1998.0,,Tier 3,Grocery Store,Very High,Very High
Household,5.11,164.721,3588.662,,NCU30,Low Fat,0.0,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,High,High
Snack Foods,15.25,178.166,4853.682,,FDV57,Regular,0.0,OUT045,2002.0,,Tier 2,Supermarket Type1,High,High
Canned,,177.837,6704.606,,FDB02,Regular,0.029023048,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,High,High
Dairy,18.25,110.357,2087.283,,FDD52,Regular,0.183142346,OUT013,1987.0,High,Tier 3,Supermarket Type1,Low,Low
Snack Foods,15.6,170.6132,6595.4148,,FDN34,Regular,0.0,OUT013,1987.0,High,Tier 3,Supermarket Type1,High,High
Canned,13.0,76.3986,778.986,,FDB50,Low Fat,0.153857402,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very Low,Very Low
Fruits and Vegetables,7.02,147.3734,2524.0478,,FDS55,Low Fat,0.081290366,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Medium,Medium
Snack Foods,19.7,177.537,3175.866,,FDR21,Low Fat,0.066935459,OUT046,1997.0,Small,Tier 1,Supermarket Type1,High,High
Household,9.1,112.5518,341.5554,,NCD07,Low Fat,0.055514919,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Low,Low
Breads,8.0,249.9092,249.0092,,FDO11,Regular,0.050657232,OUT010,1998.0,,Tier 3,Grocery Store,Very High,Very High
Health and Hygiene,17.75,240.9196,4579.3724,,NCC54,Low Fat,0.098108957,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Very High,Very High
Breads,19.5,156.4314,2326.971,,FDV35,Low Fat,0.128405328,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Medium,Medium
Health and Hygiene,7.685,145.276,3515.424,,NCU29,Low Fat,0.025477448,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Medium,Medium
Health and Hygiene,9.6,188.7214,376.8428,,NCZ53,Low Fat,0.040969757,OUT010,1998.0,,Tier 3,Grocery Store,High,High
Dairy,19.6,45.5718,47.2718,,DRE03,Low Fat,0.040550868,OUT010,1998.0,,Tier 3,Grocery Store,Very Low,Very Low
Snack Foods,17.6,163.6868,163.7868,,FDZ09,Low Fat,0.175545889,OUT010,1998.0,,Tier 3,Grocery Store,High,High
Dairy,15.6,63.6194,743.0328,,FDE40,Regular,0.099344826,OUT045,2002.0,,Tier 2,Supermarket Type1,Very Low,Very Low
Household,12.65,108.4938,1500.7132,,NCS18,Low Fat,0.042276746,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Low,Low
Baking Goods,,94.4462,2036.0164,,FDX24,Low Fat,0.013861607,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Low,Low
Snack Foods,,112.1518,3870.9612,,FDS34,Regular,0.076387367,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Low,Low
Health and Hygiene,14.5,159.5604,1426.1436,,NCS53,Low Fat,0.08996026,OUT045,2002.0,,Tier 2,Supermarket Type1,Medium,Medium
Canned,6.425,116.5808,2460.7968,,FDH38,Low Fat,0.010480751,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Low,Low
Hard Drinks,9.695,176.9344,5888.3352,,DRM35,LF,0.070587419,OUT045,2002.0,,Tier 2,Supermarket Type1,High,High
Soft Drinks,19.6,56.1614,828.921,,DRI25,Low Fat,0.03387323,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very Low,Very Low
Household,20.7,152.8366,2569.3222,,NCP06,LF,0.039238384,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Medium,Medium
Dairy,12.6,34.9874,529.311,,FDT02,Low Fat,0.024331586,OUT017,2007.0,,Tier 2,Supermarket Type1,Very Low,Very Low
Household,8.275,104.2306,3658.571,,NCP14,Low Fat,0.110197977,OUT013,1987.0,High,Tier 3,Supermarket Type1,Low,Low
Household,,106.1964,210.3928,,NCD43,Low Fat,0.028048877,OUT019,1985.0,Small,Tier 1,Grocery Store,Low,Low
Fruits and Vegetables,19.85,128.102,1265.02,,FDP20,Low Fat,0.045631231,OUT013,1987.0,High,Tier 3,Supermarket Type1,Medium,Medium
Frozen Foods,7.36,55.2588,229.0352,,FDK04,Low Fat,0.087559621,OUT010,1998.0,,Tier 3,Grocery Store,Very Low,Very Low
Meat,20.35,82.7276,162.4552,,FDQ15,Regular,0.252865979,OUT010,1998.0,,Tier 3,Grocery Store,Very Low,Very Low
Starchy Foods,17.7,183.7924,2221.1088,,FDE11,Regular,0.135306012,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,High,High
Breakfast,,176.937,352.874,,FDN01,Low Fat,0.126760908,OUT019,1985.0,Small,Tier 1,Grocery Store,High,High
Frozen Foods,8.39,112.6176,2175.8344,,FDC29,Regular,0.024201084,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Low,Low
Baking Goods,9.195,81.6592,1403.5064,,FDC48,Low Fat,0.015856295,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very Low,Very Low
Dairy,8.93,152.334,2143.876,,DRF27,Low Fat,0.028411899,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Medium,Medium
Household,15.7,59.2562,296.281,,NCB55,Low Fat,0.160529322,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very Low,Very Low
Household,16.7,246.3776,1981.4208,,NCX30,Low Fat,0.026771204,OUT017,2007.0,,Tier 2,Supermarket Type1,Very High,Very High
Soft Drinks,,95.0752,2588.6304,,DRN36,Low Fat,0.049934854,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Low,Low
Fruits and Vegetables,20.5,194.1478,2906.217,,FDP08,Regular,0.113045883,OUT017,2007.0,,Tier 2,Supermarket Type1,High,High
Household,,163.7526,1973.4312,,NCD31,Low Fat,0.015359722,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,High,High
Seafood,11.65,112.286,452.744,,FDK45,Low Fat,0.034049703,OUT017,2007.0,,Tier 2,Supermarket Type1,Low,Low
Soft Drinks,20.75,153.5024,2428.8384,,DRE49,Low Fat,0.02128304,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Medium,Medium
Frozen Foods,,157.563,1721.093,,FDU52,Low Fat,0.063462048,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Medium,Medium
Frozen Foods,16.2,41.7454,83.8908,,FDD53,Low Fat,0.074019393,OUT010,1998.0,,Tier 3,Grocery Store,Very Low,Very Low
Starchy Foods,10.195,239.4538,4566.7222,,FDF11,Regular,0.017666978,OUT045,2002.0,,Tier 2,Supermarket Type1,Very High,Very High
Household,,73.4696,298.2784,,NCR30,Low Fat,0.124299531,OUT019,1985.0,Small,Tier 1,Grocery Store,Very Low,Very Low
Dairy,13.3,233.03,5359.69,,FDD03,Low Fat,0.079739853,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very High,Very High
Fruits and Vegetables,6.215,37.4848,111.8544,,FDF09,Low Fat,0.012167793,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very Low,Very Low
Snack Foods,6.67,90.5514,974.0654,,FDS33,Regular,0.0,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Low,Low
Dairy,12.6,255.5356,9664.7528,,FDK03,Regular,0.074338562,OUT017,2007.0,,Tier 2,Supermarket Type1,Very High,Very High
Frozen Foods,12.15,254.7698,5834.4054,,FDD29,Low Fat,0.018407033,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very High,Very High
Canned,16.6,117.2124,1422.1488,,FDD02,Low Fat,0.050369191,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Low,Low
Frozen Foods,,128.131,1687.803,,FDF29,Regular,0.019837655,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Medium,Medium
Breads,20.85,103.6648,2285.0256,,FDP59,Regular,0.056465714,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Low,Low
Health and Hygiene,11.0,101.7358,1508.037,,NCN17,Low Fat,0.054928641,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Low,Low
Others,15.6,185.5924,3146.5708,,NCM55,Low Fat,0.066829875,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,High,High
Dairy,,217.685,432.77,,FDD39,Low Fat,0.122832172,OUT019,1985.0,Small,Tier 1,Grocery Store,Very High,Very High
Dairy,10.195,194.5794,4096.6674,,FDS02,Regular,0.146692433,OUT017,2007.0,,Tier 2,Supermarket Type1,High,High
Frozen Foods,12.6,105.099,1444.786,,FDN16,Regular,0.062827447,OUT045,2002.0,,Tier 2,Supermarket Type1,Low,Low
Snack Foods,20.2,255.7646,5410.9566,,FDM21,LF,0.064464147,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very High,Very High
Frozen Foods,18.0,116.5124,355.5372,,FDJ04,Low Fat,0.124959013,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Low,Low
Dairy,6.75,96.7752,1342.2528,,FDT50,Regular,0.0,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Low,Low
Meat,12.35,158.1946,1104.5622,,FDM27,Regular,0.15911489,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Medium,Medium
Fruits and Vegetables,7.59,173.108,2077.296,,FDT19,Regular,0.145335007,OUT045,2002.0,,Tier 2,Supermarket Type1,High,High
Meat,14.8,190.5846,3630.6074,,FDQ39,Low Fat,0.081168135,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,High,High
Household,5.11,161.721,2446.815,,NCU30,Low Fat,0.034874689,OUT046,1997.0,Small,Tier 1,Supermarket Type1,High,High
Dairy,6.38,177.4344,1784.344,,FDY27,LF,0.031898175,OUT046,1997.0,Small,Tier 1,Supermarket Type1,High,High
Dairy,8.3,87.7198,1569.9564,,FDW14,Regular,0.038211537,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Low,Low
Snack Foods,16.7,143.8102,4811.7366,,FDJ21,Regular,0.03874616,OUT017,2007.0,,Tier 2,Supermarket Type1,Medium,Medium
Breads,,156.5288,4870.9928,,FDX47,Regular,0.03443677,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Medium,Medium
Fruits and Vegetables,9.695,185.2898,3367.6164,,FDK56,Low Fat,0.130261652,OUT045,2002.0,,Tier 2,Supermarket Type1,High,High
Health and Hygiene,8.235,184.795,1464.76,,NCN05,Low Fat,0.014456938,OUT035,2004.0,Small,Tier 2,Supermarket Type1,High,High
Canned,10.195,112.1886,667.1316,,FDC26,Low Fat,0.126383094,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Low,Low
Dairy,10.695,119.244,3475.476,,FDT14,Regular,0.127620811,OUT013,1987.0,High,Tier 3,Supermarket Type1,Medium,Medium
Baking Goods,8.38,109.857,2306.997,,FDS36,Regular,0.046878474,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Low,Low
Baking Goods,11.65,153.0024,455.4072,,FDR48,Low Fat,0.220111117,OUT010,1998.0,,Tier 3,Grocery Store,Medium,Medium
Frozen Foods,9.195,52.0666,615.1992,,FDM04,Regular,0.0471117,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very Low,Very Low
Canned,8.1,88.6198,1569.9564,,FDZ37,Regular,0.019768503,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Low,Low
Snack Foods,18.6,152.9366,453.4098,,FDE46,Low Fat,0.015858893,OUT017,2007.0,,Tier 2,Supermarket Type1,Medium,Medium
Health and Hygiene,17.6,234.659,8508.924,,NCQ53,Low Fat,0.018905326,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very High,Very High
Household,20.25,148.0418,1177.1344,,NCN42,Low Fat,0.014280554,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Medium,Medium
Hard Drinks,5.98,53.3614,331.5684,,DRH11,Low Fat,0.075675438,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very Low,Very Low
Household,18.75,207.8954,2292.3494,,NCI42,Low Fat,0.010381661,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very High,Very High
Fruits and Vegetables,5.82,255.333,4870.327,,FDT07,Regular,0.077475884,OUT045,2002.0,,Tier 2,Supermarket Type1,Very High,Very High
Soft Drinks,8.52,153.3682,914.8092,,DRL60,Low Fat,0.02705936,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Medium,Medium
Fruits and Vegetables,15.5,178.4028,1239.7196,,FDG20,Regular,0.126199917,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,High,High
Fruits and Vegetables,16.7,182.7976,1810.976,,FDF56,Regular,0.119462225,OUT046,1997.0,Small,Tier 1,Supermarket Type1,High,High
Snack Foods,9.6,258.1304,2324.9736,,FDV33,Regular,0.027454997,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Very High,Very High
Household,9.13,151.4024,1973.4312,,NCF31,Low Fat,0.051928034,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Medium,Medium
Starchy Foods,10.5,78.296,1438.128,,FDD59,Regular,0.0,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very Low,Very Low
Frozen Foods,17.0,249.7434,4221.8378,,FDQ52,Low Fat,0.119570595,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very High,Very High
Snack Foods,,211.6902,4247.804,,FDP09,Low Fat,0.033725743,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very High,Very High
Baking Goods,9.195,46.4744,950.7624,,FDK24,Low Fat,0.101275792,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very Low,Very Low
Household,10.1,117.8492,1621.8888,,NCA18,Low Fat,0.056077574,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Low,Low
Household,8.18,140.5154,1701.7848,,NCE07,Low Fat,0.0,OUT045,2002.0,,Tier 2,Supermarket Type1,Medium,Medium
Snack Foods,8.655,122.6756,2302.3364,,FDM45,Regular,0.088178053,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Medium,Medium
Fruits and Vegetables,17.85,122.9388,3095.97,,FDQ32,Regular,0.046608497,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Medium,Medium
Snack Foods,10.65,229.8668,4146.6024,,FDI34,Regular,0.085119855,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very High,Very High
Canned,13.65,99.27,2596.62,,FDE14,Regular,0.031418984,OUT013,1987.0,High,Tier 3,Supermarket Type1,Low,Low
Soft Drinks,17.25,261.191,3155.892,,DRF37,Low Fat,0.084809658,OUT017,2007.0,,Tier 2,Supermarket Type1,Very High,Very High
Fruits and Vegetables,9.5,169.7448,3579.3408,,FDW44,Regular,0.035350045,OUT017,2007.0,,Tier 2,Supermarket Type1,High,High
Starchy Foods,16.7,63.6168,1342.2528,,FDC59,Regular,0.0,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very Low,Very Low
Health and Hygiene,8.6,141.1154,425.4462,,NCI29,Low Fat,0.054601779,OUT010,1998.0,,Tier 3,Grocery Store,Medium,Medium
Dairy,19.25,54.3956,1201.1032,,FDV38,Low Fat,0.102188428,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Very Low,Very Low
Canned,11.0,222.0798,2864.9374,,FDZ49,Regular,0.133034816,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very High,Very High
Soft Drinks,9.895,237.7564,3813.7024,,DRD49,Low Fat,0.16817143,OUT045,2002.0,,Tier 2,Supermarket Type1,Very High,Very High
Dairy,14.0,143.4786,1589.2646,,FDA02,Regular,0.029722659,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Medium,Medium
Fruits and Vegetables,7.365,226.972,3848.324,,FDX20,Low Fat,0.042733625,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Very High,Very High
Baking Goods,20.85,90.2514,619.8598,,FDS24,Regular,0.062172698,OUT013,1987.0,High,Tier 3,Supermarket Type1,Low,Low
Snack Foods,7.64,93.412,1491.392,,FDI58,Regular,0.070704474,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Low,Low
Baking Goods,,121.2098,120.5098,,FDQ60,Regular,0.191500528,OUT019,1985.0,Small,Tier 1,Grocery Store,Medium,Medium
Meat,17.7,103.3674,2546.685,,FDJ27,Regular,0.122065518,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Low,Low
Meat,7.97,90.4514,1328.271,,FDV27,Regular,0.04021623,OUT017,2007.0,,Tier 2,Supermarket Type1,Low,Low
Health and Hygiene,12.35,33.1216,519.324,,NCL41,Low Fat,0.041737627,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very Low,Very Low
Health and Hygiene,8.42,63.2168,703.0848,,NCP29,Low Fat,0.11227101,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very Low,Very Low
Fruits and Vegetables,,170.3106,3422.212,,FDC45,Low Fat,0.135075924,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,High,High
Snack Foods,6.305,93.2436,2079.9592,,FDN33,Regular,0.12301331,OUT013,1987.0,High,Tier 3,Supermarket Type1,Low,Low
Soft Drinks,5.92,49.8692,1133.1916,,DRC01,Regular,0.019238942,OUT045,2002.0,,Tier 2,Supermarket Type1,Very Low,Very Low
Snack Foods,15.1,260.2304,4908.2776,,FDL57,Regular,0.067212845,OUT045,2002.0,,Tier 2,Supermarket Type1,Very High,Very High
Household,17.35,177.5712,527.3136,,NCF42,Low Fat,0.280164929,OUT010,1998.0,,Tier 3,Grocery Store,High,High
Canned,7.405,89.9146,1550.6482,,FDG50,Low Fat,0.015271793,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Low,Low
Snack Foods,6.405,128.7678,3052.0272,,FDH22,Low Fat,0.136512858,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Medium,Medium
Baking Goods,19.7,178.066,3954.852,,FDO36,Low Fat,0.078034976,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,High,High
Frozen Foods,17.7,162.721,978.726,,FDY04,Regular,0.042649476,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,High,High
Snack Foods,17.6,161.8868,4094.67,,FDZ09,Low Fat,0.104859135,OUT035,2004.0,Small,Tier 2,Supermarket Type1,High,High
Frozen Foods,15.85,39.7506,721.0614,,FDH28,Regular,0.110202066,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very Low,Very Low
Fruits and Vegetables,17.5,185.1266,4795.0916,,FDN32,Low Fat,0.01558456,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,High,High
Soft Drinks,,150.8024,3339.6528,,DRJ37,Low Fat,0.060805497,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Medium,Medium
Fruits and Vegetables,9.6,140.8154,1843.6002,,FDE57,Low Fat,0.036490369,OUT017,2007.0,,Tier 2,Supermarket Type1,Medium,Medium
Frozen Foods,11.0,158.063,2659.871,,FDG05,Regular,0.088025298,OUT045,2002.0,,Tier 2,Supermarket Type1,Medium,Medium
Seafood,20.75,240.188,5992.2,,FDI09,Regular,0.129864461,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Very High,Very High
Soft Drinks,,89.4146,2645.2234,,DRD12,Low Fat,0.0,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Low,Low
Canned,16.6,118.0124,592.562,,FDD02,Low Fat,0.084176826,OUT010,1998.0,,Tier 3,Grocery Store,Low,Low
Baking Goods,12.5,199.7426,593.2278,,FDI36,Regular,0.062343432,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very High,Very High
Dairy,7.02,82.425,1414.825,,DRK39,Low Fat,0.049942926,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very Low,Very Low
