Item_Name,Category,Item_Weight,Item_MRP,Item_Outlet_Sales,Timestamp,Shelf_Life_Days,Seasonal_Demand,Packaging_Type,Trending_Score,Outlet_Type,Fat_Content,Establishment_Year,Tier,Visibility
Oats,Grains and Cereals,0.52,3.71,166.5,2025-01-11 08:54:45.894797,180,High,Packaged,7.5581426700680465,Supermarket Type3,Regular,2018,Tier 3,0.9165888355116273
White Rice,Grains and Cereals,0.9299999999999999,2.67,522.2099999999999,2025-01-11 08:54:45.895131,363,Low,Packaged,6.755549310508575,Supermarket Type1,Regular,2010,Tier 1,0.758931789632916
Mixed Nuts,Packaged Snacks,0.16,4.94,182.54,2025-01-11 08:54:45.895455,183,Medium,Packaged,7.810503962005717,Supermarket Type3,Regular,2018,Tier 3,0.8291996529869191
Chocolate Cookies,Packaged Snacks,0.22999999999999998,2.64,242.19,2025-01-11 08:54:45.895797,118,High,Packaged,9.957935642420223,Supermarket Type1,Regular,2012,Tier 1,0.9872317779817052
Banana,Fruits and Vegetables,0.22,1.44,245.04,2025-01-11 08:54:45.896129,2,Medium,Loose,7.329757297975765,Supermarket Type2,Regular,2015,Tier 2,0.8798489789642269
Low-Fat Milk,Dairy Products,0.95,2.7800000000000002,259.73,2025-01-11 08:54:45.896538,8,Medium,Packaged,7.802708715755679,Supermarket Type2,Low Fat,2015,Tier 2,0.9009644152607638
Yogurt,Dairy Products,0.53,1.75,139.19,2025-01-11 08:54:45.897009,30,High,Packaged,9.701877994583084,Supermarket Type1,Low Fat,2012,Tier 1,0.872486401076459
Kiwi,Fruits and Vegetables,0.14,3.38,94.59,2025-01-11 08:54:45.897346,21,Low,Packaged,5.351296336144063,Supermarket Type3,Regular,2018,Tier 3,0.6755147594228761
Chocolate Cookies,Packaged Snacks,0.32,2.59,207.58,2025-01-11 08:54:45.897652,123,High,Packaged,9.755135565565574,Supermarket Type1,Regular,2012,Tier 1,0.9767668057215537
White Rice,Grains and Cereals,1.01,2.01,160.78,2025-01-11 08:54:45.897983,364,Low,Packaged,5.298177331476068,Supermarket Type2,Regular,2015,Tier 2,0.6703793400827869
Butter,Dairy Products,0.24,4.86,158.95,2025-01-11 08:54:45.898305,36,Medium,Packaged,6.119449334863516,Supermarket Type3,Full Fat,2018,Tier 3,0.8002557089182863
Kiwi,Fruits and Vegetables,0.15000000000000002,2.51,135.8,2025-01-11 08:54:45.898627,16,Low,Packaged,5.368386708419928,Supermarket Type3,Regular,2018,Tier 3,0.6945954813617808
Spinach,Fruits and Vegetables,0.21999999999999997,2.04,58.379999999999995,2025-01-11 08:54:45.898939,1,Medium,Loose,6.983912450667325,Supermarket Type1,Regular,2010,Tier 1,0.9491879648502664
Butter,Dairy Products,0.16,4.77,107.19,2025-01-11 08:54:45.899276,33,Medium,Packaged,7.105687534285081,Supermarket Type3,Full Fat,2018,Tier 3,0.8390633263513372
Yogurt,Dairy Products,0.49,2.37,157.86,2025-01-11 08:54:45.899584,15,High,Packaged,9.830636306468827,Supermarket Type1,Low Fat,2012,Tier 1,0.8446618777457987
Low-Fat Milk,Dairy Products,1.07,3.0,245.05,2025-01-11 08:54:45.899883,8,Medium,Packaged,7.354888101266199,Supermarket Type2,Low Fat,2015,Tier 2,0.8244226623249628
Butter,Dairy Products,0.2,4.16,184.35,2025-01-11 08:54:45.900244,20,Medium,Packaged,6.140717449420958,Supermarket Type3,Full Fat,2018,Tier 3,0.7941711821727968
Yogurt,Dairy Products,0.59,1.96,180.78,2025-01-11 08:54:45.900717,11,High,Packaged,9.015916952365345,Supermarket Type1,Low Fat,2012,Tier 1,0.8653953164545651
Banana,Fruits and Vegetables,0.22999999999999998,1.75,184.36,2025-01-11 08:54:45.901057,11,Medium,Loose,7.058220323611758,Supermarket Type2,Regular,2015,Tier 2,1.0
Yogurt,Dairy Products,0.48,2.06,177.58,2025-01-11 08:54:45.901434,20,High,Packaged,9.685256268866613,Supermarket Type1,Low Fat,2012,Tier 1,0.8734261626010008
Banana,Fruits and Vegetables,0.07999999999999999,1.84,535.0999999999999,2025-01-11 08:54:45.901820,1,Medium,Loose,7.642909658725316,Supermarket Type2,Regular,2015,Tier 2,0.8364575212121466
Orange,Fruits and Vegetables,0.09999999999999999,2.43,210.66,2025-01-11 08:54:45.902191,11,High,Loose,5.298091916986502,Supermarket Type1,Regular,2012,Tier 1,0.7650113859443353
Low-Fat Milk,Dairy Products,1.09,2.99,253.21,2025-01-11 08:54:45.902542,4,Medium,Packaged,7.309739135821755,Supermarket Type2,Low Fat,2015,Tier 2,0.9646841081238182
Energy Bars,Packaged Snacks,0.13,2.7,247.37,2025-01-11 08:54:45.902917,149,High,Packaged,8.822443210177926,Supermarket Type1,Regular,2010,Tier 1,0.8528410930456995
Energy Bars,Packaged Snacks,0.16999999999999998,2.15,150.7,2025-01-11 08:54:45.903242,152,High,Packaged,9.181002844047544,Supermarket Type1,Regular,2010,Tier 1,1.0
Kiwi,Fruits and Vegetables,0.16,2.74,146.21,2025-01-11 08:54:45.903580,16,Low,Packaged,4.436730262470663,Supermarket Type3,Regular,2018,Tier 3,0.7268287479469483
Quinoa,Grains and Cereals,0.52,6.34,164.63,2025-01-11 08:54:45.903909,372,Medium,Packaged,9.557652148228724,Supermarket Type1,Regular,2010,Tier 1,0.7431764786100665
Banana,Fruits and Vegetables,0.2,2.21,190.76,2025-01-11 08:54:45.904236,9,Medium,Loose,7.367680105987616,Supermarket Type2,Regular,2015,Tier 2,0.9521680333675957
Cheese,Dairy Products,0.29,4.6,236.79,2025-01-11 08:54:45.904683,56,Low,Packaged,8.690625237093835,Supermarket Type1,Full Fat,2010,Tier 1,0.8622676251847333
White Rice,Grains and Cereals,0.97,2.75,615.0899999999999,2025-01-11 08:54:45.905055,364,Low,Packaged,6.83792297957472,Supermarket Type1,Regular,2010,Tier 1,0.8965813545441754
White Rice,Grains and Cereals,0.92,2.76,613.88,2025-01-11 08:54:45.905382,364,Low,Packaged,6.188760516386903,Supermarket Type1,Regular,2010,Tier 1,0.7835425739021264
Cheese,Dairy Products,0.21999999999999997,5.0,201.98,2025-01-11 08:54:45.905720,51,Low,Packaged,7.305637477246768,Supermarket Type1,Full Fat,2010,Tier 1,0.9028947082057952
Potato Chips,Packaged Snacks,0.16,1.58,233.93,2025-01-11 08:54:45.906061,95,High,Packaged,7.974087816163472,Supermarket Type2,Regular,2015,Tier 2,0.9643126981568251
Potato Chips,Packaged Snacks,0.22,1.98,250.97,2025-01-11 08:54:45.906376,84,High,Packaged,7.17643133185753,Supermarket Type2,Regular,2015,Tier 2,0.9897422811591686
Brown Rice,Grains and Cereals,0.98,2.62,192.71,2025-01-11 08:54:45.906694,170,Low,Packaged,6.356170032227771,Supermarket Type1,Regular,2012,Tier 1,0.7395419204542051
Low-Fat Milk,Dairy Products,1.06,2.8200000000000003,536.1999999999999,2025-01-11 08:54:45.907033,5,Medium,Packaged,8.952115608009843,Supermarket Type2,Low Fat,2015,Tier 2,0.8891309550680103
Low-Fat Milk,Dairy Products,1.03,2.72,276.99,2025-01-11 08:54:45.907360,4,Medium,Packaged,7.164181348343821,Supermarket Type2,Low Fat,2015,Tier 2,0.9733694632857062
Brown Rice,Grains and Cereals,1.06,2.78,163.28,2025-01-11 08:54:45.907671,187,Low,Packaged,7.24686750957104,Supermarket Type1,Regular,2012,Tier 1,0.8209497777512287
Mixed Nuts,Packaged Snacks,0.33999999999999997,4.74,164.81,2025-01-11 08:54:45.908032,178,Medium,Packaged,7.7043010108278684,Supermarket Type3,Regular,2018,Tier 3,0.9071683574717664
Quinoa,Grains and Cereals,0.52,6.0,164.59,2025-01-11 08:54:45.908431,366,Medium,Packaged,8.657102055617054,Supermarket Type1,Regular,2010,Tier 1,0.7967585487431953
Orange,Fruits and Vegetables,0.13999999999999999,1.9,191.96,2025-01-11 08:54:45.908775,12,High,Loose,5.819221211871046,Supermarket Type1,Regular,2012,Tier 1,0.7896598104409789
Butter,Dairy Products,0.31,4.45,174.05,2025-01-11 08:54:45.909128,21,Medium,Packaged,6.296624124815898,Supermarket Type3,Full Fat,2018,Tier 3,0.740815605048601
Apple,Fruits and Vegetables,0.24000000000000002,2.68,165.08,2025-01-11 08:54:45.909459,10,High,Loose,8.612544088908821,Supermarket Type1,Regular,2010,Tier 1,0.8636476457512614
Low-Fat Milk,Dairy Products,0.99,2.79,543.7399999999999,2025-01-11 08:54:45.909762,4,Medium,Packaged,8.954536092917143,Supermarket Type2,Low Fat,2015,Tier 2,0.8415085417280813
Banana,Fruits and Vegetables,0.06,1.3800000000000001,204.47,2025-01-11 08:54:45.910098,11,Medium,Loose,7.922127224846603,Supermarket Type2,Regular,2015,Tier 2,0.9661872524587904
Oats,Grains and Cereals,0.49,3.52,148.86,2025-01-11 08:54:45.910450,180,High,Packaged,8.9287078263864,Supermarket Type3,Regular,2018,Tier 3,0.9386762554069179
Mixed Nuts,Packaged Snacks,0.28,4.53,227.75,2025-01-11 08:54:45.910792,182,Medium,Packaged,7.166310941748353,Supermarket Type3,Regular,2018,Tier 3,0.9122926114771024
Apple,Fruits and Vegetables,0.16,2.09,121.03999999999999,2025-01-11 08:54:45.911133,10,High,Loose,8.87616451624059,Supermarket Type1,Regular,2010,Tier 1,0.8472262818321576
Butter,Dairy Products,0.33,4.55,171.4,2025-01-11 08:54:45.911506,34,Medium,Packaged,6.254142870796606,Supermarket Type3,Full Fat,2018,Tier 3,0.9147208291712718
Kiwi,Fruits and Vegetables,0.16,3.16,168.3,2025-01-11 08:54:45.911848,8,Low,Packaged,5.923681874700428,Supermarket Type3,Regular,2018,Tier 3,0.60684389896603
Mixed Nuts,Packaged Snacks,0.19,4.71,153.41,2025-01-11 08:54:45.912238,176,Medium,Packaged,7.724484381792974,Supermarket Type3,Regular,2018,Tier 3,0.8829774288213853
Whole Milk,Dairy Products,1.1,3.21,282.29,2025-01-11 08:54:45.912654,13,Medium,Packaged,9.96602287108534,Supermarket Type1,Full Fat,2010,Tier 1,0.966153315958034
Apple,Fruits and Vegetables,0.26,2.91,127.57,2025-01-11 08:54:45.912970,15,High,Loose,8.799246342746791,Supermarket Type1,Regular,2010,Tier 1,0.7513568203250693
Spinach,Fruits and Vegetables,0.27999999999999997,2.21,129.61,2025-01-11 08:54:45.913305,1,Medium,Loose,6.9008181772015735,Supermarket Type1,Regular,2010,Tier 1,0.8519254831868257
Yogurt,Dairy Products,0.44,1.82,134.25,2025-01-11 08:54:45.913645,12,High,Packaged,9.531287590824231,Supermarket Type1,Low Fat,2012,Tier 1,0.8908372787802077
Banana,Fruits and Vegetables,0.2,2.2600000000000002,611.31,2025-01-11 08:54:45.913980,10,Medium,Loose,7.3955411909406426,Supermarket Type2,Regular,2015,Tier 2,0.9145861106840819
Cheese,Dairy Products,0.33999999999999997,4.74,158.52,2025-01-11 08:54:45.914320,66,Low,Packaged,7.96100882180568,Supermarket Type1,Full Fat,2010,Tier 1,0.9477663943920687
Spinach,Fruits and Vegetables,0.38,2.1500000000000004,137.0,2025-01-11 08:54:45.914726,5,Medium,Loose,6.677119097054969,Supermarket Type1,Regular,2010,Tier 1,0.9726605572137219
Low-Fat Milk,Dairy Products,1.0,3.4800000000000004,217.84,2025-01-11 08:54:45.915067,10,Medium,Packaged,8.358224298160275,Supermarket Type2,Low Fat,2015,Tier 2,0.9484762520710156
Low-Fat Milk,Dairy Products,1.02,2.79,617.5,2025-01-11 08:54:45.915401,19,Medium,Packaged,7.054317320969969,Supermarket Type2,Low Fat,2015,Tier 2,0.977968472409915
Butter,Dairy Products,0.33,4.07,109.06,2025-01-11 08:54:45.915747,24,Medium,Packaged,7.579304600090811,Supermarket Type3,Full Fat,2018,Tier 3,0.8065165470072505
Spinach,Fruits and Vegetables,0.19999999999999998,2.1,47.07,2025-01-11 08:54:45.916054,1,Medium,Loose,6.936516200407416,Supermarket Type1,Regular,2010,Tier 1,0.9014810739377238
Butter,Dairy Products,0.29,4.21,139.18,2025-01-11 08:54:45.916393,22,Medium,Packaged,6.757350122168392,Supermarket Type3,Full Fat,2018,Tier 3,0.9188410162732409
Potato Chips,Packaged Snacks,0.19,2.06,273.82,2025-01-11 08:54:45.916756,91,High,Packaged,8.23110322116882,Supermarket Type2,Regular,2015,Tier 2,0.9098248363108684
Potato Chips,Packaged Snacks,0.19,2.38,271.4,2025-01-11 08:54:45.917074,94,High,Packaged,8.73697429837439,Supermarket Type2,Regular,2015,Tier 2,0.9139778548511228
Energy Bars,Packaged Snacks,0.25,2.14,224.28,2025-01-11 08:54:45.917382,143,High,Packaged,8.163974281185947,Supermarket Type1,Regular,2010,Tier 1,0.9971627344504513
Orange,Fruits and Vegetables,0.25,2.36,141.52,2025-01-11 08:54:45.917756,20,High,Loose,6.393232560614605,Supermarket Type1,Regular,2012,Tier 1,0.6877908461779376
White Rice,Grains and Cereals,1.02,2.09,535.8699999999999,2025-01-11 08:54:45.918088,359,Low,Packaged,6.19879795974127,Supermarket Type1,Regular,2010,Tier 1,0.7846726722926889
Potato Chips,Packaged Snacks,0.29000000000000004,1.5,272.46,2025-01-11 08:54:45.918392,85,High,Packaged,8.350199327592556,Supermarket Type2,Regular,2015,Tier 2,0.9456976998758981
Banana,Fruits and Vegetables,0.09,1.8800000000000001,150.3,2025-01-11 08:54:45.918730,7,Medium,Loose,6.030167435186162,Supermarket Type2,Regular,2015,Tier 2,0.8725947471725096
Butter,Dairy Products,0.33,4.79,113.64,2025-01-11 08:54:45.919080,33,Medium,Packaged,6.8042696732178545,Supermarket Type3,Full Fat,2018,Tier 3,0.7283297661567804
Spinach,Fruits and Vegetables,0.29,2.14,114.5,2025-01-11 08:54:45.919386,4,Medium,Loose,6.06850572458964,Supermarket Type1,Regular,2010,Tier 1,0.9277956045549106
Oats,Grains and Cereals,0.5,3.23,188.82999999999998,2025-01-11 08:54:45.919720,170,High,Packaged,8.21270093419823,Supermarket Type3,Regular,2018,Tier 3,0.8899245692071066
Low-Fat Milk,Dairy Products,1.05,3.24,216.29,2025-01-11 08:54:45.920081,20,Medium,Packaged,7.201944809778195,Supermarket Type2,Low Fat,2015,Tier 2,0.875749415142664
Mixed Nuts,Packaged Snacks,0.22,5.22,134.07,2025-01-11 08:54:45.920487,180,Medium,Packaged,6.588622657046871,Supermarket Type3,Regular,2018,Tier 3,0.9288191749999901
Mixed Nuts,Packaged Snacks,0.3,5.07,170.1,2025-01-11 08:54:45.920875,188,Medium,Packaged,6.010613778246322,Supermarket Type3,Regular,2018,Tier 3,0.818183052467106
Orange,Fruits and Vegetables,0.09999999999999999,1.51,192.02,2025-01-11 08:54:45.921240,28,High,Loose,5.160615688459154,Supermarket Type1,Regular,2012,Tier 1,0.7304645610437301
Orange,Fruits and Vegetables,0.16999999999999998,1.62,162.99,2025-01-11 08:54:45.921558,13,High,Loose,6.524609868220022,Supermarket Type1,Regular,2012,Tier 1,0.804687515859804
Chocolate Cookies,Packaged Snacks,0.24,2.86,251.01,2025-01-11 08:54:45.921907,119,High,Packaged,9.40817813608362,Supermarket Type1,Regular,2012,Tier 1,0.9598509875987246
Low-Fat Milk,Dairy Products,0.99,2.75,254.06,2025-01-11 08:54:45.922285,10,Medium,Packaged,8.206044086937181,Supermarket Type2,Low Fat,2015,Tier 2,0.7942846460208458
Brown Rice,Grains and Cereals,0.99,2.79,116.84,2025-01-11 08:54:45.922667,184,Low,Packaged,6.572760106535192,Supermarket Type1,Regular,2012,Tier 1,0.731752233402402
Orange,Fruits and Vegetables,0.25,2.09,142.17000000000002,2025-01-11 08:54:45.923017,30,High,Loose,5.7592764912180785,Supermarket Type1,Regular,2012,Tier 1,0.8461569038679319
Chocolate Cookies,Packaged Snacks,0.25,3.01,185.84,2025-01-11 08:54:45.923326,114,High,Packaged,9.079829929755654,Supermarket Type1,Regular,2012,Tier 1,0.8814089010170312
Apple,Fruits and Vegetables,0.18000000000000002,2.35,148.15,2025-01-11 08:54:45.923625,23,High,Loose,8.348500994920999,Supermarket Type1,Regular,2010,Tier 1,0.8621584454434277
Quinoa,Grains and Cereals,0.5,6.42,115.65,2025-01-11 08:54:45.923960,360,Medium,Packaged,9.579789277105448,Supermarket Type1,Regular,2010,Tier 1,0.8716002631135815
Spinach,Fruits and Vegetables,0.32,2.6,59.86,2025-01-11 08:54:45.924289,1,Medium,Loose,6.100724517743691,Supermarket Type1,Regular,2010,Tier 1,0.9018468161677575
Whole Milk,Dairy Products,0.92,3.11,261.84000000000003,2025-01-11 08:54:45.924700,18,Medium,Packaged,8.296333407831886,Supermarket Type1,Full Fat,2010,Tier 1,0.9537087507004358
Apple,Fruits and Vegetables,0.28,2.31,163.72,2025-01-11 08:54:45.925108,7,High,Loose,8.346476672402856,Supermarket Type1,Regular,2010,Tier 1,0.7697430680410986
Apple,Fruits and Vegetables,0.1,2.89,147.64,2025-01-11 08:54:45.925448,19,High,Loose,7.765887962045408,Supermarket Type1,Regular,2010,Tier 1,0.8642882390748096
Banana,Fruits and Vegetables,0.06,1.87,615.02,2025-01-11 08:54:45.925769,1,Medium,Loose,7.661145991077937,Supermarket Type2,Regular,2015,Tier 2,0.9338110698710907
Oats,Grains and Cereals,0.58,3.84,148.16,2025-01-11 08:54:45.926097,173,High,Packaged,8.630922093003202,Supermarket Type3,Regular,2018,Tier 3,0.819587413542866
Whole Milk,Dairy Products,1.08,3.5,283.51,2025-01-11 08:54:45.926421,5,Medium,Packaged,8.192645118878541,Supermarket Type1,Full Fat,2010,Tier 1,0.9226897760874553
Yogurt,Dairy Products,0.43,2.21,183.63,2025-01-11 08:54:45.926723,30,High,Packaged,8.493894199868215,Supermarket Type1,Low Fat,2012,Tier 1,0.9707584676411215
Banana,Fruits and Vegetables,0.09999999999999999,2.11,237.74,2025-01-11 08:54:45.927049,12,Medium,Loose,6.804540459406165,Supermarket Type2,Regular,2015,Tier 2,1.0
Low-Fat Milk,Dairy Products,1.04,3.16,617.17,2025-01-11 08:54:45.927396,19,Medium,Packaged,7.856861313310505,Supermarket Type2,Low Fat,2015,Tier 2,0.8607721510556424
Oats,Grains and Cereals,0.43,3.1,114.47999999999999,2025-01-11 08:54:45.927707,172,High,Packaged,8.524204019664115,Supermarket Type3,Regular,2018,Tier 3,0.9364896982003351
Yogurt,Dairy Products,0.56,2.2800000000000002,225.15,2025-01-11 08:54:45.928007,29,High,Packaged,8.079431236434164,Supermarket Type1,Low Fat,2012,Tier 1,0.8653332137427541
Kiwi,Fruits and Vegetables,0.09000000000000001,2.84,100.53,2025-01-11 08:54:45.928458,6,Low,Packaged,4.061473745337665,Supermarket Type3,Regular,2018,Tier 3,0.5993006556230773
Broccoli,Fruits and Vegetables,0.33,3.7,82.74,2025-01-11 08:54:45.928892,11,Low,Loose,6.142623259874722,Supermarket Type2,Regular,2015,Tier 2,0.6290844715861085
Low-Fat Milk,Dairy Products,0.96,3.46,604.99,2025-01-11 08:54:45.929210,16,Medium,Packaged,8.232763621781018,Supermarket Type2,Low Fat,2015,Tier 2,0.8952832022621817
Chocolate Cookies,Packaged Snacks,0.25,3.03,202.71,2025-01-11 08:54:45.929613,126,High,Packaged,8.259250787036207,Supermarket Type1,Regular,2012,Tier 1,0.8649773422248884
Butter,Dairy Products,0.16999999999999998,4.05,122.58,2025-01-11 08:54:45.929997,30,Medium,Packaged,7.314396206795682,Supermarket Type3,Full Fat,2018,Tier 3,0.7852192683382873
White Rice,Grains and Cereals,1.09,2.12,610.78,2025-01-11 08:54:45.930381,368,Low,Packaged,6.3549095803188385,Supermarket Type1,Regular,2010,Tier 1,0.9254927252230654
Butter,Dairy Products,0.27,4.22,123.51,2025-01-11 08:54:45.930752,39,Medium,Packaged,6.952590695303271,Supermarket Type3,Full Fat,2018,Tier 3,0.7964202898854498
Low-Fat Milk,Dairy Products,0.95,2.99,223.99,2025-01-11 08:54:45.931139,18,Medium,Packaged,7.443176155641644,Supermarket Type2,Low Fat,2015,Tier 2,0.8524700699738128
Kiwi,Fruits and Vegetables,0.15000000000000002,3.13,169.28,2025-01-11 08:54:45.931487,17,Low,Packaged,4.272290183499198,Supermarket Type3,Regular,2018,Tier 3,0.6787002940952641
Energy Bars,Packaged Snacks,0.09999999999999999,2.18,233.67000000000002,2025-01-11 08:54:45.931821,147,High,Packaged,9.804395324389947,Supermarket Type1,Regular,2010,Tier 1,0.8477538291924613
Quinoa,Grains and Cereals,0.59,5.51,163.67000000000002,2025-01-11 08:54:45.932165,363,Medium,Packaged,9.32292923825217,Supermarket Type1,Regular,2010,Tier 1,0.8800423315485842
Low-Fat Milk,Dairy Products,0.96,3.3800000000000003,222.24,2025-01-11 08:54:45.932610,19,Medium,Packaged,8.437721294205069,Supermarket Type2,Low Fat,2015,Tier 2,0.8031862446449884
Yogurt,Dairy Products,0.47,2.42,132.14,2025-01-11 08:54:45.932971,27,High,Packaged,9.858267225018976,Supermarket Type1,Low Fat,2012,Tier 1,0.8507655407393687
White Rice,Grains and Cereals,1.0,2.14,216.97,2025-01-11 08:54:45.933302,371,Low,Packaged,5.063140519094783,Supermarket Type2,Regular,2015,Tier 2,0.736458208081558
White Rice,Grains and Cereals,0.99,2.2199999999999998,171.21,2025-01-11 08:54:45.933612,363,Low,Packaged,6.076443832399088,Supermarket Type2,Regular,2015,Tier 2,0.7863575923195282
Spinach,Fruits and Vegetables,0.37,1.9500000000000002,125.96000000000001,2025-01-11 08:54:45.933932,13,Medium,Loose,6.46733136902831,Supermarket Type1,Regular,2010,Tier 1,0.8573162695864176
Low-Fat Milk,Dairy Products,0.96,3.2600000000000002,536.2199999999999,2025-01-11 08:54:45.934243,7,Medium,Packaged,7.216794359305688,Supermarket Type2,Low Fat,2015,Tier 2,0.8001430500156567
Oats,Grains and Cereals,0.41000000000000003,3.67,130.81,2025-01-11 08:54:45.934545,188,High,Packaged,8.188955036297369,Supermarket Type3,Regular,2018,Tier 3,0.9467638936979432
Potato Chips,Packaged Snacks,0.25,1.68,209.12,2025-01-11 08:54:45.934915,87,High,Packaged,7.391143662920438,Supermarket Type2,Regular,2015,Tier 2,1.0
Butter,Dairy Products,0.22,4.91,110.47999999999999,2025-01-11 08:54:45.935310,20,Medium,Packaged,7.548719550332252,Supermarket Type3,Full Fat,2018,Tier 3,0.873015750670302
Orange,Fruits and Vegetables,0.26,1.57,187.19,2025-01-11 08:54:45.935634,30,High,Loose,6.0280752680661935,Supermarket Type1,Regular,2012,Tier 1,0.7543962890352992
Yogurt,Dairy Products,0.41000000000000003,1.73,211.97,2025-01-11 08:54:45.935943,29,High,Packaged,8.915011303508019,Supermarket Type1,Low Fat,2012,Tier 1,0.9044251265272955
White Rice,Grains and Cereals,1.09,2.47,135.96,2025-01-11 08:54:45.936303,355,Low,Packaged,5.308080240524527,Supermarket Type2,Regular,2015,Tier 2,0.7966733882442227
Kiwi,Fruits and Vegetables,0.010000000000000009,2.6,108.83,2025-01-11 08:54:45.936698,22,Low,Packaged,5.812623042501405,Supermarket Type3,Regular,2018,Tier 3,0.6914426799155563
Banana,Fruits and Vegetables,0.06999999999999999,1.9000000000000001,225.4,2025-01-11 08:54:45.937027,15,Medium,Loose,6.174434758668213,Supermarket Type2,Regular,2015,Tier 2,0.9603102529037342
Potato Chips,Packaged Snacks,0.14,2.14,262.66,2025-01-11 08:54:45.937424,88,High,Packaged,7.936785081674043,Supermarket Type2,Regular,2015,Tier 2,0.8746077331097364
Chocolate Cookies,Packaged Snacks,0.39,2.71,180.49,2025-01-11 08:54:45.937755,113,High,Packaged,8.316993311260692,Supermarket Type1,Regular,2012,Tier 1,0.9676516182482668
Kiwi,Fruits and Vegetables,0.17,3.27,167.11,2025-01-11 08:54:45.938058,9,Low,Packaged,4.389587678582302,Supermarket Type3,Regular,2018,Tier 3,0.7156142712981263
Oats,Grains and Cereals,0.5700000000000001,3.23,116.5,2025-01-11 08:54:45.938418,188,High,Packaged,7.80316698964955,Supermarket Type3,Regular,2018,Tier 3,0.8434121598265182
Mixed Nuts,Packaged Snacks,0.24,5.38,132.8,2025-01-11 08:54:45.938743,180,Medium,Packaged,6.414128687187203,Supermarket Type3,Regular,2018,Tier 3,0.9176049758581207
Whole Milk,Dairy Products,1.02,3.92,340.09000000000003,2025-01-11 08:54:45.939043,14,Medium,Packaged,9.47296813672009,Supermarket Type1,Full Fat,2010,Tier 1,0.8723701496221198
White Rice,Grains and Cereals,0.96,2.23,570.4699999999999,2025-01-11 08:54:45.939341,359,Low,Packaged,6.669609867063532,Supermarket Type1,Regular,2010,Tier 1,0.7833485600935514
Orange,Fruits and Vegetables,0.12,1.95,165.2,2025-01-11 08:54:45.939724,30,High,Loose,5.725904195571579,Supermarket Type1,Regular,2012,Tier 1,0.6857708009468235
Chocolate Cookies,Packaged Snacks,0.26,2.91,264.89,2025-01-11 08:54:45.940057,117,High,Packaged,8.350554107137713,Supermarket Type1,Regular,2012,Tier 1,1.0
Oats,Grains and Cereals,0.49,3.88,165.62,2025-01-11 08:54:45.940436,179,High,Packaged,8.785119692624914,Supermarket Type3,Regular,2018,Tier 3,0.9051162381983251
Butter,Dairy Products,0.29,4.97,120.63,2025-01-11 08:54:45.940804,30,Medium,Packaged,7.237976097132282,Supermarket Type3,Full Fat,2018,Tier 3,0.8521366002726039
Whole Milk,Dairy Products,0.96,3.81,269.7,2025-01-11 08:54:45.941136,9,Medium,Packaged,9.878324699734705,Supermarket Type1,Full Fat,2010,Tier 1,0.9620066790684099
Low-Fat Milk,Dairy Products,1.0,2.85,248.23,2025-01-11 08:54:45.941496,6,Medium,Packaged,8.186651273658121,Supermarket Type2,Low Fat,2015,Tier 2,0.8025004509008541
Quinoa,Grains and Cereals,0.41000000000000003,5.6,116.66,2025-01-11 08:54:45.941854,359,Medium,Packaged,9.165856722627964,Supermarket Type1,Regular,2010,Tier 1,0.9082780685073945
Potato Chips,Packaged Snacks,0.13,2.31,244.57,2025-01-11 08:54:45.942166,84,High,Packaged,8.875236356171545,Supermarket Type2,Regular,2015,Tier 2,0.9029771061018111
Brown Rice,Grains and Cereals,1.09,2.82,117.59,2025-01-11 08:54:45.942573,188,Low,Packaged,6.892649678992928,Supermarket Type1,Regular,2012,Tier 1,0.7160301715406212
Banana,Fruits and Vegetables,0.18,2.2,153.0,2025-01-11 08:54:45.942937,10,Medium,Loose,6.135477052551125,Supermarket Type2,Regular,2015,Tier 2,0.8792732904363638
White Rice,Grains and Cereals,1.02,2.47,587.2199999999999,2025-01-11 08:54:45.943315,367,Low,Packaged,6.679917500659951,Supermarket Type1,Regular,2010,Tier 1,0.8445291755505179
Orange,Fruits and Vegetables,0.07999999999999999,1.69,196.66,2025-01-11 08:54:45.943649,23,High,Loose,6.3660861141761504,Supermarket Type1,Regular,2012,Tier 1,0.8614451462890844
Oats,Grains and Cereals,0.43,3.18,136.68,2025-01-11 08:54:45.943998,178,High,Packaged,8.143802961733828,Supermarket Type3,Regular,2018,Tier 3,0.8962534515055725
Apple,Fruits and Vegetables,0.25,2.1,145.06,2025-01-11 08:54:45.944308,19,High,Loose,7.398871332667284,Supermarket Type1,Regular,2010,Tier 1,0.8927651236407473
Potato Chips,Packaged Snacks,0.19,1.8,259.21,2025-01-11 08:54:45.944732,82,High,Packaged,7.015992999073998,Supermarket Type2,Regular,2015,Tier 2,0.987270479772122
Low-Fat Milk,Dairy Products,1.01,3.31,238.23,2025-01-11 08:54:45.945103,4,Medium,Packaged,7.280450203323678,Supermarket Type2,Low Fat,2015,Tier 2,0.834911414271441
Brown Rice,Grains and Cereals,1.09,2.68,152.2,2025-01-11 08:54:45.945491,171,Low,Packaged,7.426047442910406,Supermarket Type1,Regular,2012,Tier 1,0.8064460493734719
Yogurt,Dairy Products,0.43,1.8599999999999999,201.81,2025-01-11 08:54:45.945845,16,High,Packaged,9.361696142135596,Supermarket Type1,Low Fat,2012,Tier 1,0.8203206330443118
